CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Balance_Per_Product,Tenure_Age_Ratio,Is_Senior,Geography_Germany,Geography_Spain,Gender_Male
0.0691713475400261,-1.0148941107154876,-1.0153260325505997,-0.4186803123746362,-1.2251882968840204,-0.22795559115074224,0.45439278989734505,0.02517142314763433,0.09158662557620312,1.0163152593833094,0.006280638304342981,-0.3343699728095266,-0.20698383150026078,-0.0077824708142966844
0.04264481810645415,-1.9266750952997551,0.29743892198932537,0.27949132043711583,-0.9317460647970134,0.39490412487746757,0.5120267163753038,0.14493942878757354,-0.3710911970927298,0.28282433572463006,0.007063795513900246,0.8361821395137303,-0.3890111431615066,0.017473127653194167
-0.02409334163632115,0.0508421707666374,0.03992763784429065,-0.5055893244985903,-1.1234989109006521,0.3547212996922318,-0.9926443040754955,-0.07793279986978234,0.18985816683374845,-0.4610344349842284,0.012954841597974304,-0.6533109447773113,0.5229345359820797,-0.002641755822878182
0.0817154657692603,-1.7026392653960363,-0.24019089243588046,0.21742975590179126,-0.908418737958871,0.4083223836291465,0.5000640019590439,-0.1832172800543661,-0.18134454335965802,0.28885216602518765,0.006486132896973641,-0.718268841052151,0.764948359081856,0.02021111671795589
0.06648308298436802,-1.2747221509010602,0.5557072037479022,0.018899300702520768,0.23403951173635268,-0.2284169413044053,-0.9702994526798704,0.11715858193400308,-0.32427148501577546,-0.3193571801048546,0.011775319484443643,-0.6721160664268386,0.6587076521772296,0.0733456758882829
0.011297961487273016,-1.362719649914516,1.4777317848744158,-0.20121560086936124,0.5281611323597258,-0.06458588608992145,0.5400752695312572,0.47873408408957036,0.31797583329601853,-2.5727722323512463,0.007303928986211074,-0.4413749375977807,0.8201081963003348,-0.011535171417365224
0.1584285150696185,-1.756251615501751,-1.8161134774409913,0.3746745574001079,-0.923085113496831,-0.14666524936610278,-0.8205001538623451,0.022200342286970744,-0.3149984185746301,1.801499771339546,0.009709411450013243,0.7585792849321189,-0.32814612623243394,0.0027536809668796875
0.02468659825745535,-2.2830519102141515,-0.07029259055343189,-0.4265968605288137,0.17065087579683214,-0.22388332364501867,0.5283050500741134,0.14840977499055247,0.6461006754876278,1.169283071829956,0.006464438030209408,0.18756119157053927,-0.3925385869266835,0.04742944700608775
-0.06528799584329206,2.166858364062036,-1.08418157855809,0.08470838296559662,0.2612120311646339,0.3556698810348535,0.6510906341832426,-0.05301602278496381,-0.3348309453653271,0.08308644431502565,0.01745353931280476,-0.404065695670138,-0.2558899474316444,-0.02208212315037139
0.07681190519401841,-0.12436831950971354,1.6652433109211584,-0.47086155931244567,-1.2431578926758315,-0.09440518496027932,0.38907177401967824,0.029081136307988815,0.1012283708363802,-2.394841596578357,0.0061053078131750906,-0.4160035375643345,-0.20948899701839813,0.03411602682201988
-0.34953166374567357,2.154860470156826,0.4600313266871117,0.1642422291801825,0.14078065461365205,-0.22867589522040782,-1.4116573848396543,-0.04836412760795087,-0.022279622198691364,-0.8384254904281225,0.042005664971604253,0.9942446109171225,-0.19961982785989077,0.023068165109988735
0.15219243808843255,-0.6343873205535413,-1.0425443072369764,-0.189663794898826,0.5406168677566039,-0.25227949767741403,0.5390119688680743,0.19865977683905467,0.3953693185240398,0.7705934843245225,0.007413492966128437,-0.14922159763600754,-0.2437885667555667,0.005279259700482895
-0.029739372477582602,-1.352769097421577,-3.0213683350889378,-0.4572001162822088,-1.273934696738538,-0.14555258592843706,0.33422296781653255,-0.38222009676918367,0.035509221435175146,1.3111203215002278,0.006280638304342981,-0.33105919736318834,-0.14531832673349318,-0.11864697114676703
0.06873485082828303,-1.9152600404068216,-3.073296224593249,-0.2556040709496755,-0.9616390404200353,0.34059450767253113,0.42557330499981477,-0.5510548951251061,-0.07602242950139168,1.5041238776880455,0.007319189675452111,-0.7097790720259538,0.6227825809559239,0.024708142556480846
0.0062098257683747575,-0.6122924231741004,-2.9258084143560725,-0.20277610866703555,0.25821991673183026,0.2068868956095871,0.4582196427513157,-0.16640039559859587,-0.33835401891736594,1.4851952816595717,0.007399909224760002,-0.5107040784856427,-0.1721362035137111,-0.3811438856951209
0.12365107322182141,-1.605870362596308,1.0005101952734905,-0.48236143738058335,-1.0995059654026587,-0.1928586737420099,-0.8795755244801813,-0.05362122261314101,0.1985464791169878,-0.3322117665773388,0.010051282400068274,-0.5828768596828791,0.6227328258267044,-0.05016524245887885
0.1578287103945473,0.24699996317576875,1.275977822526536,-0.5155881641209318,-1.4234661368110644,-0.16802722484965388,0.41373439682461693,0.1257105615571225,0.0886946614349252,-1.9607280729845136,0.008853127587207354,-0.35409892002146964,-0.2017333074468722,0.012822189153575246
-0.09769865145715853,1.9262751292176046,-1.0735109697542036,-0.39095580871233815,-1.0433231121984026,0.2946836841042751,-1.874436421578656,0.24804568637404603,0.1683076361372992,0.30921893529004607,-0.28147507720710196,-0.5085422760479116,0.4739297000464248,0.08787344371586955
0.23313125332639453,2.8346969199451,0.38297995831889375,0.33256952801953554,-0.9318201797126034,-0.1905595100918291,0.7924385661626077,-0.05290288349487755,-0.1834733382578952,-0.9010667652187466,0.011716851887560862,0.6417134148690846,-0.27445622333343284,-0.01696742880743028
0.13352504356120823,-1.1468035224509392,1.081238599968893,-0.016926757724233847,0.1545581424994841,-0.1302614920404251,0.5472277710964898,0.08808613009417654,0.3386638755370593,-1.4730345631083308,0.006439209258498339,1.164026399979433,-0.32972120497003105,-0.14620901214110016
-0.06902126970051105,2.5808415752919807,1.1229609109445302,-0.25697890852107297,0.434309369070987,0.23394872256586074,0.6429207971503955,0.011778473175296473,0.3037333251406215,-1.7607610743689461,0.025021243207133406,-0.18680573810718756,-0.1544074201610808,-0.02974116934722035
-0.12427257390345944,-2.974169320770972,-0.49512147455359057,-0.4851928449727176,-0.992844450396212,-0.18405918805747812,-0.7757032695838105,0.4841061165906617,0.12391392459566945,1.5336092977244182,0.009803246888106121,-0.5911546547460382,0.36914635871511003,-0.014703289961223302
-0.4128634556752424,-2.8532493848379317,0.691027624717436,-0.07120223344714353,0.10834273477009902,-0.1434903889929911,-0.8575517004055165,-0.1048979960341962,-0.14823929088516488,0.2297634187636554,0.011460350573652318,-0.3590859058829167,-0.20583465171020812,-0.0437746017576092
0.04006409768664599,1.1340088237446588,-1.6422684845972466,-0.1527593069447789,0.15616979703622447,-0.17528922204606487,0.5586978724876033,-0.48804862940198585,-0.33098155972215004,0.7936488268337077,0.009972312722295831,-0.6593701326919228,-0.13613584075780386,0.07767019878149647
-0.17232331751106522,-1.371419322599308,-0.8647411182607831,0.049383821853799796,0.20246079892887328,0.2535103720632695,-0.8823102437120639,-0.20306304784419024,-0.4074725649479547,1.0676344947116936,0.013534813127757209,-0.6318156309292569,-0.1437828733188818,-0.0049101091767341605
0.05156615764803189,-1.5287266037117582,0.4632404069894717,-0.06071466634161144,0.22380936831598008,-0.12728249557360655,0.5820983502206092,0.13127741157205575,-0.557278184738136,-0.31289438484190457,0.005813135654225743,-0.45896285675574083,-0.1868510713551336,0.05686242582489933
-0.3893782498149696,0.9252229912161599,0.07855902539234721,-0.35606577989510846,-1.2602009655935766,0.4109597917829732,-0.8134990005377468,0.0878723971961672,0.16358620489971826,-0.4678048748658992,0.043906806938129275,-0.2890127522455256,-0.1907907915052182,0.0791404527095786
0.07251828534913314,-0.9331689799797471,1.0862411589275909,-0.06930144350476869,0.12060270026462674,0.4366088620807,-0.7763398865113641,0.4099331562778036,-0.45002694559975287,-1.3748128316461705,0.013749974101779494,-0.8917245608635858,0.5226219627632817,-0.031093951446895716
0.21343013945130632,-1.3160243056667678,-1.1402756269661214,0.2488604260492802,-0.7858064696654942,-0.23442394224275298,0.5239146650995321,0.19955022347628085,-0.28670487738716466,1.181989950792203,0.005457863629531814,-0.3569262917541831,-0.25933038555251364,-0.013542281430042572
0.03567340375012788,-0.12872670337121692,-0.5730012539540157,-0.14980606620169093,0.1822354860753299,-0.17134834320362852,-1.2061039130290494,-0.09485874611792426,-0.29539795911967626,0.007971354689330176,0.011590173941255964,0.8588338487362994,-0.27293866619995866,0.010797844200755177
0.1300978062950479,-1.3980038894603601,-0.30665263017282185,0.08224126138186318,0.16231215582385836,-0.16879714855833447,-0.8543160940569938,0.22300792894227828,-0.45087324952519847,0.8175819279533137,0.011541803961463105,-0.51295278165777,-0.11297418989674404,-0.017800667254902203
0.10821079463820868,1.4303539396069487,0.23726788225283688,-0.10053746620791665,0.5036170578445887,-0.2006972409984744,0.5777859970259889,-0.12600366348907596,0.3423070532239511,-0.5497519357726912,0.01706806741561714,-0.2690715469778863,-0.18380664908336872,0.015441273707620683
